index,session_id,region,trial_id,stimulus_family,time_bin,mean_rate_proxy,dispersion_proxy,population_spike_count,n_units
3467,session_1,LGd,35,spontaneous,17,1.4,1.4464811413591578,56,40
3468,session_1,LGd,35,spontaneous,18,1.05,1.1082441645256373,42,40
3469,session_1,LGd,35,spontaneous,19,1.1,1.0327955589886444,44,40
3470,session_1,LGd,35,spontaneous,20,1.075,1.2276201701060803,43,40
3471,session_1,LGd,35,spontaneous,21,1.275,1.3584965294445255,51,40
3472,session_1,LGd,35,spontaneous,22,1.025,1.1206110970221697,41,40
3473,session_1,LGd,35,spontaneous,23,1.025,1.0738738884082843,41,40
3474,session_1,LGd,35,spontaneous,24,1.275,1.2400889132721542,51,40
3475,session_1,LGd,35,spontaneous,25,1.425,1.356607760328908,57,40
3476,session_1,LGd,35,spontaneous,26,1.075,1.0951524890895215,43,40
3477,session_1,LGd,35,spontaneous,27,1.3,0.9660917830792959,52,40
3478,session_1,LGd,35,spontaneous,28,1.275,1.1319939294935537,51,40
3479,session_1,LGd,35,spontaneous,29,1.425,1.2380195102228024,57,40
3480,session_1,LGd,36,natural_scenes,0,1.15,1.3310878527711354,46,40
3481,session_1,LGd,36,natural_scenes,1,1.25,1.031553471276484,50,40
3482,session_1,LGd,36,natural_scenes,2,1.5,1.55250005161237,60,40
3483,session_1,LGd,36,natural_scenes,3,1.425,1.2380195102228024,57,40
3484,session_1,LGd,36,natural_scenes,4,1.875,1.3433120186640108,75,40
3485,session_1,LGd,36,natural_scenes,5,2.1,1.7216569240422335,84,40
3486,session_1,LGd,36,natural_scenes,6,2.5,2.0254787341673333,100,40
3487,session_1,LGd,36,natural_scenes,7,2.55,1.9208705291465091,102,40
3488,session_1,LGd,36,natural_scenes,8,2.175,2.011346022073979,87,40
3489,session_1,LGd,36,natural_scenes,9,2.45,1.6938803881120914,98,40
3490,session_1,LGd,36,natural_scenes,10,2.825,1.8100502897107726,113,40
3491,session_1,LGd,36,natural_scenes,11,1.775,1.3490262395045525,71,40
3492,session_1,LGd,36,natural_scenes,12,1.8,1.2649110640673515,72,40
3493,session_1,LGd,36,natural_scenes,13,2.05,1.7089507952287044,82,40
3494,session_1,LGd,36,natural_scenes,14,1.75,1.35400640077266,70,40
3495,session_1,LGd,36,natural_scenes,15,1.65,1.6416064677235513,66,40
3496,session_1,LGd,36,natural_scenes,16,1.625,1.2544791543576754,65,40
3497,session_1,LGd,36,natural_scenes,17,1.45,1.4133067244713364,58,40
3498,session_1,LGd,36,natural_scenes,18,1.35,1.2100010595460502,54,40
3499,session_1,LGd,36,natural_scenes,19,1.2,1.1591331863033443,48,40
3500,session_1,LGd,36,natural_scenes,20,1.3,1.1810469062961872,52,40
3501,session_1,LGd,36,natural_scenes,21,1.45,1.3387709633494793,58,40
3502,session_1,LGd,36,natural_scenes,22,1.725,1.377241762289712,69,40
3503,session_1,LGd,36,natural_scenes,23,1.4,1.3737465148925716,56,40
3504,session_1,LGd,36,natural_scenes,24,1.575,1.483023591976532,63,40
3505,session_1,LGd,36,natural_scenes,25,1.325,1.4916433890176295,53,40
3506,session_1,LGd,36,natural_scenes,26,1.525,1.6327968768421994,61,40
3507,session_1,LGd,36,natural_scenes,27,1.2,1.4178351139171332,48,40
3508,session_1,LGd,36,natural_scenes,28,1.275,1.3957352625325918,51,40
3509,session_1,LGd,36,natural_scenes,29,1.25,1.2959502997751031,50,40
3510,session_1,LGd,37,drifting_gratings,0,1.475,1.154422932764378,59,40
3511,session_1,LGd,37,drifting_gratings,1,1.5,1.7246329970051526,60,40
3512,session_1,LGd,37,drifting_gratings,2,1.625,1.2747548783981961,65,40
3513,session_1,LGd,37,drifting_gratings,3,1.675,1.4212219372328148,67,40
3514,session_1,LGd,37,drifting_gratings,4,2.075,1.7742820866696825,83,40
3515,session_1,LGd,37,drifting_gratings,5,2.15,1.657152330401115,86,40
3516,session_1,LGd,37,drifting_gratings,6,2.475,1.811466327705336,99,40
3517,session_1,LGd,37,drifting_gratings,7,2.775,2.3148074073955556,111,40
3518,session_1,LGd,37,drifting_gratings,8,2.75,1.996792299459182,110,40
3519,session_1,LGd,37,drifting_gratings,9,2.75,1.931519927613803,110,40
3520,session_1,LGd,37,drifting_gratings,10,2.275,1.9740301091409096,91,40
3521,session_1,LGd,37,drifting_gratings,11,2.025,1.6561849890482399,81,40
3522,session_1,LGd,37,drifting_gratings,12,1.85,1.6100644994246944,74,40
3523,session_1,LGd,37,drifting_gratings,13,1.9,1.6298497649815016,76,40
3524,session_1,LGd,37,drifting_gratings,14,1.825,1.6312257464549278,73,40
3525,session_1,LGd,37,drifting_gratings,15,1.675,1.43915039038797,67,40
3526,session_1,LGd,37,drifting_gratings,16,1.475,1.3394889955616542,59,40
3527,session_1,LGd,37,drifting_gratings,17,1.675,1.4916433890176297,67,40
3528,session_1,LGd,37,drifting_gratings,18,1.6,1.7216569240422332,64,40
3529,session_1,LGd,37,drifting_gratings,19,1.375,1.2544791543576754,55,40
3530,session_1,LGd,37,drifting_gratings,20,0.925,0.9971112120675251,37,40
3531,session_1,LGd,37,drifting_gratings,21,1.5,1.3204505835470495,60,40
3532,session_1,LGd,37,drifting_gratings,22,1.075,1.0472797485843368,43,40
3533,session_1,LGd,37,drifting_gratings,23,1.475,1.4139869074213431,59,40
3534,session_1,LGd,37,drifting_gratings,24,1.475,1.3006408676751113,59,40
3535,session_1,LGd,37,drifting_gratings,25,1.225,1.0738738884082841,49,40
3536,session_1,LGd,37,drifting_gratings,26,1.15,1.1220402662000857,46,40
3537,session_1,LGd,37,drifting_gratings,27,1.425,1.2585604311968333,57,40
3538,session_1,LGd,37,drifting_gratings,28,1.05,1.1535897150933823,42,40
3539,session_1,LGd,37,drifting_gratings,29,1.3,1.2025613689761727,52,40
3540,session_1,LGd,38,spontaneous,0,1.075,1.591443466696919,43,40
3541,session_1,LGd,38,spontaneous,1,1.15,1.3116832012772062,46,40
3542,session_1,LGd,38,spontaneous,2,1.225,1.1872722453655624,49,40
3543,session_1,LGd,38,spontaneous,3,1.55,1.4841038045110262,62,40
3544,session_1,LGd,38,spontaneous,4,1.225,1.1206110970221697,49,40
3545,session_1,LGd,38,spontaneous,5,1.375,1.1698674042769734,55,40
3546,session_1,LGd,38,spontaneous,6,1.525,1.1980218738639168,61,40
3547,session_1,LGd,38,spontaneous,7,1.425,1.2380195102228027,57,40
3548,session_1,LGd,38,spontaneous,8,1.575,1.33757338643626,63,40
3549,session_1,LGd,38,spontaneous,9,1.3,1.2850221987506873,52,40
3550,session_1,LGd,38,spontaneous,10,1.35,1.3310878527711354,54,40
3551,session_1,LGd,38,spontaneous,11,1.25,1.427747014866968,50,40
3552,session_1,LGd,38,spontaneous,12,1.4,1.2567765033955638,56,40
3553,session_1,LGd,38,spontaneous,13,1.45,1.218447940872069,58,40
3554,session_1,LGd,38,spontaneous,14,1.275,1.3006408676751116,51,40
3555,session_1,LGd,38,spontaneous,15,1.2,1.2236976331741014,48,40
3556,session_1,LGd,38,spontaneous,16,1.1,1.2567765033955638,44,40
3557,session_1,LGd,38,spontaneous,17,0.95,1.0365128915546464,38,40
3558,session_1,LGd,38,spontaneous,18,1.45,1.5843788720682974,58,40
3559,session_1,LGd,38,spontaneous,19,1.65,1.442042710701448,66,40
3560,session_1,LGd,38,spontaneous,20,1.4,1.2152872405003998,56,40
3561,session_1,LGd,38,spontaneous,21,0.875,0.9919548170024474,35,40
3562,session_1,LGd,38,spontaneous,22,1.25,1.2557559782549619,50,40
3563,session_1,LGd,38,spontaneous,23,1.475,1.484751554802075,59,40
3564,session_1,LGd,38,spontaneous,24,1.25,1.2760114138224345,50,40
3565,session_1,LGd,38,spontaneous,25,1.425,1.1521996799878493,57,40
3566,session_1,LGd,38,spontaneous,26,1.3,1.1140133037920332,52,40
3567,session_1,LGd,38,spontaneous,27,1.5,1.4500221041639687,60,40
3568,session_1,LGd,38,spontaneous,28,1.425,1.6777197590013626,57,40
3569,session_1,LGd,38,spontaneous,29,1.275,1.1319939294935537,51,40
3570,session_1,LGd,39,natural_scenes,0,1.025,0.8911962574151494,41,40
3571,session_1,LGd,39,natural_scenes,1,1.5,1.358732440973515,60,40
3572,session_1,LGd,39,natural_scenes,2,1.55,1.1311441904050867,62,40
3573,session_1,LGd,39,natural_scenes,3,1.45,1.280024038235821,58,40
3574,session_1,LGd,39,natural_scenes,4,1.925,1.6853440643929698,77,40
3575,session_1,LGd,39,natural_scenes,5,1.85,1.6259119728908276,74,40
3576,session_1,LGd,39,natural_scenes,6,2.05,1.3950461806527577,82,40
3577,session_1,LGd,39,natural_scenes,7,2.825,1.6929340332764418,113,40
3578,session_1,LGd,39,natural_scenes,8,2.175,1.6929340332764418,87,40
3579,session_1,LGd,39,natural_scenes,9,3.225,1.8877133093935476,129,40
3580,session_1,LGd,39,natural_scenes,10,2.9,2.216488329051275,116,40
3581,session_1,LGd,39,natural_scenes,11,2.1,1.3922864426767712,84,40
3582,session_1,LGd,39,natural_scenes,12,2.6,1.9188671871839602,104,40
3583,session_1,LGd,39,natural_scenes,13,2.175,1.7080127904403095,87,40
3584,session_1,LGd,39,natural_scenes,14,2.425,1.8795457716406663,97,40
3585,session_1,LGd,39,natural_scenes,15,1.825,1.4830235919765318,73,40
3586,session_1,LGd,39,natural_scenes,16,1.875,1.5882178368964055,75,40
3587,session_1,LGd,39,natural_scenes,17,1.85,1.6571523304011149,74,40
3588,session_1,LGd,39,natural_scenes,18,1.725,1.6010813653470393,69,40
3589,session_1,LGd,39,natural_scenes,19,1.5,1.4142135623730951,60,40
3590,session_1,LGd,39,natural_scenes,20,1.325,1.3660254906207427,53,40
3591,session_1,LGd,39,natural_scenes,21,1.175,1.3375733864362598,47,40
3592,session_1,LGd,39,natural_scenes,22,1.525,1.484751554802075,61,40
3593,session_1,LGd,39,natural_scenes,23,1.35,1.0012812305062462,54,40
3594,session_1,LGd,39,natural_scenes,24,1.425,1.2787714456682282,57,40
3595,session_1,LGd,39,natural_scenes,25,1.075,1.2065526224617107,43,40
3596,session_1,LGd,39,natural_scenes,26,1.525,1.3957352625325916,61,40
3597,session_1,LGd,39,natural_scenes,27,1.475,1.5019218457593695,59,40
3598,session_1,LGd,39,natural_scenes,28,1.375,1.4085362469508405,55,40
3599,session_1,LGd,39,natural_scenes,29,1.15,1.3116832012772066,46,40
3600,session_1,LGd,40,drifting_gratings,0,1.3,1.3435505964154106,52,40
3601,session_1,LGd,40,drifting_gratings,1,1.525,1.3584965294445257,61,40
3602,session_1,LGd,40,drifting_gratings,2,1.525,1.4320059446947229,61,40
3603,session_1,LGd,40,drifting_gratings,3,1.8,1.264911064067352,72,40
3604,session_1,LGd,40,drifting_gratings,4,1.8,1.304823398994708,72,40
3605,session_1,LGd,40,drifting_gratings,5,2.35,1.7621373967793217,94,40
3606,session_1,LGd,40,drifting_gratings,6,2.25,1.39136531360295,90,40
3607,session_1,LGd,40,drifting_gratings,7,2.5,1.9348358440936906,100,40
3608,session_1,LGd,40,drifting_gratings,8,2.5,1.7394369852458085,100,40
3609,session_1,LGd,40,drifting_gratings,9,1.825,1.5002136599968106,73,40
3610,session_1,LGd,40,drifting_gratings,10,2.25,1.4455945454184553,90,40
3611,session_1,LGd,40,drifting_gratings,11,2.025,1.8043750249793504,81,40
3612,session_1,LGd,40,drifting_gratings,12,1.775,1.310460870193266,71,40
3613,session_1,LGd,40,drifting_gratings,13,2.075,1.5914434666969195,83,40
3614,session_1,LGd,40,drifting_gratings,14,1.95,1.5350603429214944,78,40
3615,session_1,LGd,40,drifting_gratings,15,1.625,1.3716450912718845,65,40
3616,session_1,LGd,40,drifting_gratings,16,1.8,1.5392305770191708,72,40
3617,session_1,LGd,40,drifting_gratings,17,1.675,1.542350853031227,67,40
3618,session_1,LGd,40,drifting_gratings,18,1.95,1.8529256146249728,78,40
3619,session_1,LGd,40,drifting_gratings,19,1.25,1.3913653136029502,50,40
3620,session_1,LGd,40,drifting_gratings,20,1.325,1.4030644117750772,53,40
3621,session_1,LGd,40,drifting_gratings,21,1.525,1.339488995561654,61,40
3622,session_1,LGd,40,drifting_gratings,22,1.3,1.0907536796837265,52,40
3623,session_1,LGd,40,drifting_gratings,23,1.65,1.3502136583063153,66,40
3624,session_1,LGd,40,drifting_gratings,24,1.775,1.6090688500193409,71,40
3625,session_1,LGd,40,drifting_gratings,25,1.3,1.2236976331741012,52,40
3626,session_1,LGd,40,drifting_gratings,26,1.25,1.126601424298216,50,40
3627,session_1,LGd,40,drifting_gratings,27,1.725,1.6327968768421997,69,40
3628,session_1,LGd,40,drifting_gratings,28,0.925,1.248332220738267,37,40
3629,session_1,LGd,40,drifting_gratings,29,1.35,1.3116832012772066,54,40
3630,session_1,LGd,41,spontaneous,0,1.15,1.369072304284538,46,40
3631,session_1,LGd,41,spontaneous,1,1.225,1.4586171884919301,49,40
3632,session_1,LGd,41,spontaneous,2,1.275,1.2605961145833204,51,40
3633,session_1,LGd,41,spontaneous,3,1.65,1.5283643007795737,66,40
3634,session_1,LGd,41,spontaneous,4,1.425,1.5002136599968106,57,40
3635,session_1,LGd,41,spontaneous,5,1.45,1.4667249405672667,58,40
3636,session_1,LGd,41,spontaneous,6,1.025,1.1872722453655626,41,40
3637,session_1,LGd,41,spontaneous,7,1.55,1.2184479408720688,62,40
3638,session_1,LGd,41,spontaneous,8,1.4,1.2152872405004,56,40
3639,session_1,LGd,41,spontaneous,9,1.05,1.131144190405087,42,40
3640,session_1,LGd,41,spontaneous,10,1.55,1.4133067244713362,62,40
3641,session_1,LGd,41,spontaneous,11,1.275,1.3584965294445255,51,40
3642,session_1,LGd,41,spontaneous,12,1.4,1.4286446867663214,56,40
3643,session_1,LGd,41,spontaneous,13,1.025,1.2086759019263336,41,40
3644,session_1,LGd,41,spontaneous,14,1.25,1.1712364713391021,50,40
3645,session_1,LGd,41,spontaneous,15,1.275,1.198021873863917,51,40
3646,session_1,LGd,41,spontaneous,16,1.3,1.1591331863033445,52,40
3647,session_1,LGd,41,spontaneous,17,1.25,1.3349349355123201,50,40
3648,session_1,LGd,41,spontaneous,18,0.925,1.308502765445869,37,40
3649,session_1,LGd,41,spontaneous,19,1.3,1.0907536796837267,52,40
3650,session_1,LGd,41,spontaneous,20,1.225,1.2086759019263336,49,40
3651,session_1,LGd,41,spontaneous,21,1.325,1.1851106190930785,53,40
3652,session_1,LGd,41,spontaneous,22,1.1,1.127738831376694,44,40
3653,session_1,LGd,41,spontaneous,23,1.25,1.2959502997751031,50,40
3654,session_1,LGd,41,spontaneous,24,1.15,1.051250781273529,46,40
3655,session_1,LGd,41,spontaneous,25,1.45,1.1082441645256373,58,40
3656,session_1,LGd,41,spontaneous,26,1.35,1.3502136583063153,54,40
3657,session_1,LGd,41,spontaneous,27,1.425,1.3375733864362598,57,40
3658,session_1,LGd,41,spontaneous,28,0.95,1.259833118781804,38,40
3659,session_1,LGd,41,spontaneous,29,1.175,1.1521996799878496,47,40
3660,session_1,LGd,42,natural_scenes,0,1.075,1.3279538916926061,43,40
3661,session_1,LGd,42,natural_scenes,1,1.25,1.2351684199496948,50,40
3662,session_1,LGd,42,natural_scenes,2,1.625,1.6592784962763572,65,40
3663,session_1,LGd,42,natural_scenes,3,1.775,1.4048907248316322,71,40
3664,session_1,LGd,42,natural_scenes,4,1.825,1.5506408931429543,73,40
3665,session_1,LGd,42,natural_scenes,5,2.3,2.0779674487221205,92,40
3666,session_1,LGd,42,natural_scenes,6,2.4,2.1219246222625587,96,40
3667,session_1,LGd,42,natural_scenes,7,2.675,2.23477756594046,107,40
3668,session_1,LGd,42,natural_scenes,8,3.05,2.3745444907311253,122,40
3669,session_1,LGd,42,natural_scenes,9,3.275,2.286947355128273,131,40
3670,session_1,LGd,42,natural_scenes,10,2.525,1.9998397371686993,101,40
3671,session_1,LGd,42,natural_scenes,11,2.15,1.8612099731364444,86,40
3672,session_1,LGd,42,natural_scenes,12,2.425,1.9333443854679673,97,40
3673,session_1,LGd,42,natural_scenes,13,2.5,1.9611613513818404,100,40
3674,session_1,LGd,42,natural_scenes,14,2.05,1.723889460433839,82,40
3675,session_1,LGd,42,natural_scenes,15,1.7,2.0280090021547026,68,40
3676,session_1,LGd,42,natural_scenes,16,1.55,1.8529256146249728,62,40
3677,session_1,LGd,42,natural_scenes,17,1.875,1.856209260970546,75,40
3678,session_1,LGd,42,natural_scenes,18,1.35,1.231009591914139,54,40
3679,session_1,LGd,42,natural_scenes,19,1.625,1.7348243094375246,65,40
3680,session_1,LGd,42,natural_scenes,20,1.25,1.2351684199496948,50,40
3681,session_1,LGd,42,natural_scenes,21,1.55,1.3577885489242218,62,40
3682,session_1,LGd,42,natural_scenes,22,1.15,1.0012812305062462,46,40
3683,session_1,LGd,42,natural_scenes,23,1.275,1.1319939294935537,51,40
3684,session_1,LGd,42,natural_scenes,24,1.65,1.2516655570345725,66,40
3685,session_1,LGd,42,natural_scenes,25,1.375,1.5801249544877367,55,40
3686,session_1,LGd,42,natural_scenes,26,1.025,1.4409309668690071,41,40
3687,session_1,LGd,42,natural_scenes,27,1.125,1.136515141415488,45,40
3688,session_1,LGd,42,natural_scenes,28,1.5,1.3959648809042255,60,40
3689,session_1,LGd,42,natural_scenes,29,1.325,1.4212219372328148,53,40
3690,session_1,LGd,43,drifting_gratings,0,1.175,1.46563191937025,47,40
3691,session_1,LGd,43,drifting_gratings,1,1.35,1.528364300779574,54,40
3692,session_1,LGd,43,drifting_gratings,2,1.45,1.1756067718634842,58,40
3693,session_1,LGd,43,drifting_gratings,3,1.65,1.3502136583063153,66,40
3694,session_1,LGd,43,drifting_gratings,4,1.925,1.6546360665779385,77,40
3695,session_1,LGd,43,drifting_gratings,5,2.125,1.9240382212739635,85,40
3696,session_1,LGd,43,drifting_gratings,6,2.075,1.788675200912389,83,40
3697,session_1,LGd,43,drifting_gratings,7,2.175,1.7524707832525614,87,40
3698,session_1,LGd,43,drifting_gratings,8,2.675,1.7597712555314886,107,40
3699,session_1,LGd,43,drifting_gratings,9,2.5,1.8536173919925967,100,40
3700,session_1,LGd,43,drifting_gratings,10,2.125,1.6042811314473373,85,40
3701,session_1,LGd,43,drifting_gratings,11,2.225,1.5768761719102937,89,40
3702,session_1,LGd,43,drifting_gratings,12,1.675,1.4743534002124281,67,40
3703,session_1,LGd,43,drifting_gratings,13,2.025,2.0567275476173807,81,40
3704,session_1,LGd,43,drifting_gratings,14,1.75,1.427747014866968,70,40
3705,session_1,LGd,43,drifting_gratings,15,1.55,1.5516740339685742,62,40
3706,session_1,LGd,43,drifting_gratings,16,1.525,1.6170168798573472,61,40
3707,session_1,LGd,43,drifting_gratings,17,1.25,1.2351684199496948,50,40
3708,session_1,LGd,43,drifting_gratings,18,1.3,1.2649110640673518,52,40
3709,session_1,LGd,43,drifting_gratings,19,1.575,1.4480313780422274,63,40
3710,session_1,LGd,43,drifting_gratings,20,1.35,1.4241506690674017,54,40
3711,session_1,LGd,43,drifting_gratings,21,1.4,1.446481141359158,56,40
3712,session_1,LGd,43,drifting_gratings,22,1.425,1.356607760328908,57,40
3713,session_1,LGd,43,drifting_gratings,23,1.4,1.5325527556067844,56,40
3714,session_1,LGd,43,drifting_gratings,24,1.45,1.2800240382358208,58,40
3715,session_1,LGd,43,drifting_gratings,25,1.575,1.6154304022815047,63,40
3716,session_1,LGd,43,drifting_gratings,26,0.975,1.1206110970221697,39,40
3717,session_1,LGd,43,drifting_gratings,27,1.425,1.6468696023606384,57,40
3718,session_1,LGd,43,drifting_gratings,28,1.425,1.4830235919765318,57,40
3719,session_1,LGd,43,drifting_gratings,29,1.25,1.1712364713391024,50,40
3720,session_1,LGd,44,spontaneous,0,1.425,1.2787714456682284,57,40
3721,session_1,LGd,44,spontaneous,1,1.425,1.567089413776135,57,40
3722,session_1,LGd,44,spontaneous,2,1.05,1.2393132920684082,42,40
3723,session_1,LGd,44,spontaneous,3,0.85,0.9753368911725072,34,40
3724,session_1,LGd,44,spontaneous,4,1.025,1.1654755824698058,41,40
3725,session_1,LGd,44,spontaneous,5,1.125,1.180775494846827,45,40
3726,session_1,LGd,44,spontaneous,6,1.075,1.0225032129596565,43,40
3727,session_1,LGd,44,spontaneous,7,1.15,1.4060309658478638,46,40
3728,session_1,LGd,44,spontaneous,8,1.4,1.2152872405003998,56,40
3729,session_1,LGd,44,spontaneous,9,1.45,1.3950461806527574,58,40
3730,session_1,LGd,44,spontaneous,10,1.375,1.4621287606844044,55,40
3731,session_1,LGd,44,spontaneous,11,1.225,1.165475582469806,49,40
3732,session_1,LGd,44,spontaneous,12,1.175,1.375378735718517,47,40
3733,session_1,LGd,44,spontaneous,13,1.1,1.081309747126497,44,40
3734,session_1,LGd,44,spontaneous,14,1.425,1.1742428002104817,57,40
3735,session_1,LGd,44,spontaneous,15,1.25,1.39136531360295,50,40
3736,session_1,LGd,44,spontaneous,16,1.475,1.1764243957749085,59,40
3737,session_1,LGd,44,spontaneous,17,1.275,1.3957352625325918,51,40
3738,session_1,LGd,44,spontaneous,18,1.275,1.3584965294445257,51,40
3739,session_1,LGd,44,spontaneous,19,1.475,1.4673803624844952,59,40
3740,session_1,LGd,44,spontaneous,20,0.875,1.2234356835546656,35,40
3741,session_1,LGd,44,spontaneous,21,1.125,1.362266211417295,45,40
3742,session_1,LGd,44,spontaneous,22,0.95,1.131144190405087,38,40
3743,session_1,LGd,44,spontaneous,23,1.325,1.4916433890176297,53,40
3744,session_1,LGd,44,spontaneous,24,1.275,1.2192368357043932,51,40
3745,session_1,LGd,44,spontaneous,25,1.4,1.2770157519659773,56,40
3746,session_1,LGd,44,spontaneous,26,1.0,1.0377490433255416,40,40
3747,session_1,LGd,44,spontaneous,27,1.35,1.2719861311935432,54,40
3748,session_1,LGd,44,spontaneous,28,1.175,1.2787714456682282,47,40
3749,session_1,LGd,44,spontaneous,29,0.925,1.1183206273877926,37,40
3750,session_1,LGd,45,natural_scenes,0,1.225,1.4933613779417911,49,40
3751,session_1,LGd,45,natural_scenes,1,1.3,1.2444749691006036,52,40
3752,session_1,LGd,45,natural_scenes,2,1.15,1.098950548337962,46,40
3753,session_1,LGd,45,natural_scenes,3,1.75,1.6290629680421058,70,40
3754,session_1,LGd,45,natural_scenes,4,1.65,1.2719861311935432,66,40
3755,session_1,LGd,45,natural_scenes,5,2.1,1.5819494627086232,84,40
3756,session_1,LGd,45,natural_scenes,6,2.075,1.886354508922788,83,40
3757,session_1,LGd,45,natural_scenes,7,2.6,1.8646509262923923,104,40
3758,session_1,LGd,45,natural_scenes,8,2.125,1.8699718906429774,85,40
3759,session_1,LGd,45,natural_scenes,9,2.2,1.6517279219669108,88,40
3760,session_1,LGd,45,natural_scenes,10,2.55,1.5843788720682974,102,40
3761,session_1,LGd,45,natural_scenes,11,2.575,2.024054068397105,103,40
3762,session_1,LGd,45,natural_scenes,12,2.125,1.6359346109432527,85,40
3763,session_1,LGd,45,natural_scenes,13,2.075,1.8727122795697373,83,40
3764,session_1,LGd,45,natural_scenes,14,1.675,1.4212219372328148,67,40
3765,session_1,LGd,45,natural_scenes,15,1.5,1.7831116564834577,60,40
3766,session_1,LGd,45,natural_scenes,16,1.375,1.4621287606844044,55,40
3767,session_1,LGd,45,natural_scenes,17,1.775,2.235924635214473,71,40
3768,session_1,LGd,45,natural_scenes,18,1.275,1.3394889955616542,51,40
3769,session_1,LGd,45,natural_scenes,19,1.2,1.38119234999775,48,40
3770,session_1,LGd,45,natural_scenes,20,1.45,1.280024038235821,58,40
3771,session_1,LGd,45,natural_scenes,21,1.225,1.476091512693625,49,40
3772,session_1,LGd,45,natural_scenes,22,1.2,1.2444749691006038,48,40
3773,session_1,LGd,45,natural_scenes,23,1.675,1.6853440643929698,67,40
3774,session_1,LGd,45,natural_scenes,24,1.1,1.0573309405993556,44,40
3775,session_1,LGd,45,natural_scenes,25,1.475,1.2400889132721542,59,40
3776,session_1,LGd,45,natural_scenes,26,1.55,1.3194793067818993,62,40
3777,session_1,LGd,45,natural_scenes,27,1.425,1.2986679566149544,57,40
3778,session_1,LGd,45,natural_scenes,28,1.325,1.0472797485843366,53,40
3779,session_1,LGd,45,natural_scenes,29,1.2,1.1810469062961872,48,40
3780,session_1,LGd,46,drifting_gratings,0,1.55,1.7238894604338388,62,40
3781,session_1,LGd,46,drifting_gratings,1,1.45,1.4667249405672667,58,40
3782,session_1,LGd,46,drifting_gratings,2,1.525,1.3957352625325918,61,40
3783,session_1,LGd,46,drifting_gratings,3,1.525,1.280775005761986,61,40
3784,session_1,LGd,46,drifting_gratings,4,1.9,1.3358949751441487,76,40
3785,session_1,LGd,46,drifting_gratings,5,2.05,1.3387709633494793,82,40
3786,session_1,LGd,46,drifting_gratings,6,2.275,1.694447947313179,91,40
3787,session_1,LGd,46,drifting_gratings,7,2.45,2.417351803852667,98,40
3788,session_1,LGd,46,drifting_gratings,8,2.725,2.3313636374998237,109,40
3789,session_1,LGd,46,drifting_gratings,9,2.0,1.632993161855452,80,40
3790,session_1,LGd,46,drifting_gratings,10,2.15,1.8194110064129023,86,40
3791,session_1,LGd,46,drifting_gratings,11,2.125,1.7568547070086535,85,40
3792,session_1,LGd,46,drifting_gratings,12,2.4,1.9321835661585915,96,40
3793,session_1,LGd,46,drifting_gratings,13,1.85,1.6100644994246944,74,40
3794,session_1,LGd,46,drifting_gratings,14,1.95,1.338770963349479,78,40
3795,session_1,LGd,46,drifting_gratings,15,2.025,1.7757266479402531,81,40
3796,session_1,LGd,46,drifting_gratings,16,1.5,1.7246329970051528,60,40
3797,session_1,LGd,46,drifting_gratings,17,1.625,1.3902130439944473,65,40
3798,session_1,LGd,46,drifting_gratings,18,1.6,1.3922864426767714,64,40
3799,session_1,LGd,46,drifting_gratings,19,1.625,1.5801249544877367,65,40
3800,session_1,LGd,46,drifting_gratings,20,1.525,1.5188980486034216,61,40
3801,session_1,LGd,46,drifting_gratings,21,0.975,1.349026239504553,39,40
3802,session_1,LGd,46,drifting_gratings,22,1.275,1.154422932764378,51,40
3803,session_1,LGd,46,drifting_gratings,23,1.575,1.5002136599968106,63,40
3804,session_1,LGd,46,drifting_gratings,24,1.575,1.4830235919765316,63,40
3805,session_1,LGd,46,drifting_gratings,25,1.425,1.46563191937025,57,40
3806,session_1,LGd,46,drifting_gratings,26,1.55,1.3950461806527574,62,40
3807,session_1,LGd,46,drifting_gratings,27,1.575,1.4656319193702498,63,40
3808,session_1,LGd,46,drifting_gratings,28,1.4,1.3358949751441482,56,40
3809,session_1,LGd,46,drifting_gratings,29,0.825,1.1742428002104819,33,40
3810,session_1,LGd,47,spontaneous,0,1.2,0.9391758525703704,48,40
3811,session_1,LGd,47,spontaneous,1,1.1,1.194002104537938,44,40
3812,session_1,LGd,47,spontaneous,2,1.175,1.0833826418758743,47,40
3813,session_1,LGd,47,spontaneous,3,1.2,1.2025613689761727,48,40
3814,session_1,LGd,47,spontaneous,4,1.3,1.1367971201176101,52,40
3815,session_1,LGd,47,spontaneous,5,1.7,1.5557997366347704,68,40
3816,session_1,LGd,47,spontaneous,6,1.225,1.493361377941791,49,40
3817,session_1,LGd,47,spontaneous,7,1.475,1.7244471429179695,59,40
3818,session_1,LGd,47,spontaneous,8,1.275,1.3584965294445255,51,40
3819,session_1,LGd,47,spontaneous,9,1.25,1.2760114138224345,50,40
3820,session_1,LGd,47,spontaneous,10,1.525,1.3394889955616542,61,40
3821,session_1,LGd,47,spontaneous,11,1.25,1.235168419949695,50,40
3822,session_1,LGd,47,spontaneous,12,1.425,1.3182642044827406,57,40
3823,session_1,LGd,47,spontaneous,13,1.075,0.9442810316143531,43,40
3824,session_1,LGd,47,spontaneous,14,1.25,1.2959502997751031,50,40
3825,session_1,LGd,47,spontaneous,15,1.55,1.5012815038646665,62,40
